note_str,pitch
guitar_acoustic_003-071-025,71
guitar_acoustic_016-063-050,63
guitar_electronic_010-074-100,74
guitar_acoustic_024-060-025,60
guitar_electronic_044-083-025,83
guitar_electronic_013-076-100,76
guitar_acoustic_029-043-127,43
guitar_electronic_015-065-127,65
guitar_electronic_026-042-100,42
guitar_acoustic_016-060-050,60
guitar_electronic_033-042-075,42
guitar_synthetic_001-080-127,80
guitar_electronic_021-057-050,57
guitar_acoustic_033-052-075,52
guitar_electronic_035-045-100,45
guitar_electronic_006-044-075,44
guitar_synthetic_009-052-025,52
guitar_acoustic_027-052-075,52
guitar_synthetic_003-055-100,55
guitar_acoustic_035-061-100,61
guitar_synthetic_011-055-127,55
guitar_electronic_009-084-127,84
guitar_electronic_034-048-100,48
guitar_electronic_001-073-100,73
guitar_acoustic_017-062-127,62
guitar_acoustic_009-084-075,84
guitar_electronic_008-082-075,82
guitar_synthetic_006-052-025,52
guitar_electronic_023-088-127,88
guitar_electronic_018-048-100,48
guitar_electronic_038-056-127,56
guitar_acoustic_024-077-075,77
guitar_electronic_019-043-050,43
guitar_acoustic_026-065-100,65
guitar_synthetic_009-056-127,56
guitar_acoustic_001-067-075,67
guitar_acoustic_032-055-127,55
guitar_electronic_046-042-127,42
guitar_electronic_024-083-127,83
guitar_electronic_038-050-127,50
guitar_electronic_009-056-025,56
guitar_electronic_036-054-127,54
guitar_acoustic_012-052-025,52
guitar_synthetic_003-062-050,62
guitar_electronic_040-058-100,58
guitar_acoustic_016-051-050,51
guitar_acoustic_001-045-050,45
guitar_electronic_041-069-100,69
guitar_synthetic_009-050-127,50
guitar_synthetic_004-088-050,88
guitar_electronic_039-063-025,63
guitar_electronic_036-062-050,62
guitar_synthetic_012-071-050,71
guitar_acoustic_009-065-127,65
guitar_electronic_023-054-100,54
guitar_electronic_009-059-050,59
guitar_electronic_031-074-100,74
guitar_acoustic_018-082-050,82
guitar_electronic_026-047-075,47
guitar_acoustic_017-080-075,80
guitar_electronic_015-050-127,50
guitar_synthetic_001-073-100,73
guitar_electronic_032-055-075,55
guitar_acoustic_028-046-025,46
guitar_electronic_036-059-100,59
guitar_synthetic_006-059-075,59
guitar_acoustic_016-062-100,62
guitar_acoustic_017-067-075,67
guitar_synthetic_001-052-075,52
guitar_electronic_023-083-127,83
guitar_acoustic_034-063-025,63
guitar_electronic_031-075-025,75
guitar_acoustic_026-049-127,49
guitar_electronic_038-070-050,70
guitar_acoustic_027-049-075,49
guitar_electronic_003-047-127,47
guitar_synthetic_000-054-127,54
guitar_synthetic_007-073-050,73
guitar_electronic_023-067-100,67
guitar_synthetic_003-075-100,75
guitar_electronic_035-058-025,58
guitar_electronic_026-078-025,78
guitar_electronic_006-060-127,60
guitar_synthetic_003-064-100,64
guitar_electronic_005-042-050,42
guitar_electronic_014-075-100,75
guitar_acoustic_024-058-127,58
guitar_synthetic_002-056-050,56
guitar_acoustic_004-072-025,72
guitar_electronic_005-082-050,82
guitar_acoustic_029-069-025,69
guitar_acoustic_003-045-127,45
guitar_acoustic_018-084-100,84
guitar_electronic_005-041-100,41
guitar_electronic_011-051-050,51
guitar_synthetic_007-056-025,56
guitar_synthetic_004-073-050,73
guitar_electronic_016-047-100,47
guitar_electronic_016-078-127,78
guitar_electronic_030-061-075,61
guitar_electronic_010-047-100,47
guitar_electronic_035-080-127,80
guitar_electronic_020-084-127,84
guitar_electronic_029-084-025,84
guitar_acoustic_004-071-050,71
guitar_acoustic_002-045-050,45
guitar_synthetic_004-070-050,70
guitar_electronic_026-050-127,50
guitar_electronic_006-071-075,71
guitar_acoustic_017-079-075,79
guitar_acoustic_003-079-100,79
guitar_synthetic_004-041-050,41
guitar_electronic_032-052-075,52
guitar_electronic_009-041-127,41
guitar_acoustic_018-055-050,55
guitar_synthetic_005-043-050,43
guitar_acoustic_017-045-050,45
guitar_acoustic_008-060-075,60
guitar_electronic_038-041-050,41
guitar_electronic_015-080-100,80
guitar_synthetic_011-051-127,51
guitar_synthetic_001-041-075,41
guitar_electronic_006-065-127,65
guitar_acoustic_011-053-025,53
guitar_electronic_045-067-100,67
guitar_electronic_037-047-127,47
guitar_synthetic_009-044-075,44
guitar_acoustic_013-065-025,65
guitar_electronic_020-048-050,48
guitar_synthetic_006-074-075,74
guitar_acoustic_026-087-050,87
guitar_acoustic_026-084-050,84
guitar_electronic_018-076-127,76
guitar_acoustic_025-067-025,67
guitar_electronic_014-084-025,84
guitar_acoustic_027-062-100,62
guitar_electronic_032-057-100,57
guitar_electronic_013-077-025,77
guitar_acoustic_008-075-100,75
guitar_synthetic_001-066-050,66
guitar_acoustic_034-084-127,84
guitar_electronic_040-066-025,66
guitar_acoustic_028-052-100,52
guitar_electronic_029-081-075,81
guitar_electronic_018-070-025,70
guitar_electronic_012-082-100,82
guitar_electronic_005-073-075,73
guitar_acoustic_011-077-100,77
guitar_acoustic_002-047-100,47
guitar_electronic_001-087-025,87
guitar_electronic_002-077-075,77
guitar_electronic_013-048-050,48
guitar_electronic_014-061-100,61
guitar_electronic_000-057-050,57
guitar_electronic_017-088-025,88
guitar_electronic_001-066-075,66
guitar_electronic_024-064-050,64
guitar_acoustic_024-044-050,44
guitar_acoustic_006-063-050,63
guitar_electronic_015-043-075,43
guitar_electronic_003-044-127,44
guitar_acoustic_018-067-050,67
guitar_synthetic_009-043-050,43
guitar_acoustic_026-040-127,40
guitar_synthetic_009-051-050,51
guitar_acoustic_026-050-075,50
guitar_acoustic_018-040-075,40
guitar_electronic_023-061-075,61
guitar_electronic_015-054-100,54
guitar_acoustic_033-043-025,43
guitar_electronic_040-044-075,44
guitar_electronic_030-052-100,52
guitar_acoustic_022-045-075,45
guitar_acoustic_012-070-127,70
guitar_electronic_007-087-050,87
guitar_acoustic_000-073-025,73
guitar_synthetic_001-082-025,82
guitar_electronic_029-044-127,44
guitar_acoustic_025-067-100,67
guitar_synthetic_001-087-025,87
guitar_electronic_031-048-075,48
guitar_synthetic_000-060-025,60
guitar_electronic_041-071-050,71
guitar_acoustic_003-082-075,82
guitar_acoustic_026-045-050,45
guitar_synthetic_011-067-100,67
guitar_electronic_043-041-100,41
guitar_electronic_018-073-025,73
guitar_synthetic_003-052-075,52
guitar_electronic_024-052-025,52
guitar_acoustic_029-055-050,55
guitar_electronic_024-040-075,40
guitar_electronic_029-061-127,61
guitar_acoustic_007-053-127,53
guitar_electronic_027-058-127,58
guitar_electronic_006-075-100,75
guitar_synthetic_002-071-025,71
guitar_acoustic_026-074-025,74
guitar_acoustic_011-052-100,52
guitar_acoustic_026-077-050,77
guitar_acoustic_028-040-025,40
guitar_acoustic_000-064-050,64
guitar_electronic_024-048-050,48
guitar_acoustic_003-087-100,87
guitar_synthetic_000-052-127,52
guitar_electronic_039-073-025,73
guitar_acoustic_018-041-100,41
guitar_acoustic_005-084-075,84
guitar_electronic_027-055-127,55
guitar_electronic_033-040-100,40
guitar_electronic_046-066-127,66
guitar_acoustic_035-071-025,71
guitar_electronic_002-050-100,50
guitar_electronic_037-073-050,73
guitar_acoustic_007-051-025,51
guitar_electronic_035-041-050,41
guitar_acoustic_022-060-050,60
guitar_acoustic_007-054-025,54
guitar_synthetic_011-055-100,55
guitar_synthetic_005-078-100,78
guitar_acoustic_028-041-100,41
guitar_electronic_030-043-127,43
guitar_synthetic_006-066-075,66
guitar_electronic_041-041-050,41
guitar_electronic_035-060-100,60
guitar_electronic_020-042-050,42
guitar_electronic_044-058-075,58
guitar_acoustic_006-054-075,54
guitar_electronic_023-058-025,58
guitar_electronic_006-080-127,80
guitar_acoustic_020-080-050,80
guitar_synthetic_002-063-025,63
guitar_electronic_002-065-100,65
guitar_electronic_030-073-050,73
guitar_electronic_023-072-025,72
guitar_electronic_037-065-050,65
guitar_acoustic_032-081-025,81
guitar_electronic_023-041-075,41
guitar_acoustic_034-065-025,65
guitar_electronic_042-072-075,72
guitar_electronic_019-060-075,60
guitar_acoustic_034-052-050,52
guitar_acoustic_011-057-100,57
guitar_synthetic_010-082-050,82
guitar_electronic_016-048-050,48
guitar_acoustic_028-083-127,83
guitar_acoustic_009-041-075,41
guitar_acoustic_006-076-127,76
guitar_acoustic_016-064-025,64
guitar_acoustic_017-084-075,84
guitar_acoustic_033-075-100,75
guitar_electronic_033-044-075,44
guitar_acoustic_005-049-050,49
guitar_acoustic_025-063-100,63
guitar_acoustic_035-065-127,65
guitar_electronic_003-048-025,48
guitar_acoustic_020-083-127,83
guitar_acoustic_000-073-100,73
guitar_acoustic_020-059-050,59
guitar_electronic_010-074-075,74
guitar_electronic_015-046-050,46
guitar_acoustic_000-086-100,86
guitar_electronic_023-079-075,79
guitar_synthetic_000-074-050,74
guitar_synthetic_010-049-127,49
guitar_acoustic_022-040-025,40
guitar_synthetic_010-062-075,62
guitar_synthetic_003-077-050,77
guitar_electronic_027-053-050,53
guitar_electronic_044-069-075,69
guitar_synthetic_002-057-050,57
guitar_electronic_044-072-025,72
guitar_acoustic_001-040-050,40
guitar_acoustic_029-066-127,66
guitar_acoustic_018-078-100,78
guitar_electronic_032-072-025,72
guitar_synthetic_004-077-050,77
guitar_electronic_021-057-127,57
guitar_acoustic_009-073-025,73
guitar_synthetic_012-082-025,82
guitar_acoustic_003-066-100,66
guitar_electronic_036-062-127,62
guitar_electronic_029-078-025,78
guitar_synthetic_010-064-127,64
guitar_electronic_003-075-127,75
guitar_electronic_032-065-025,65
guitar_synthetic_011-066-025,66
guitar_electronic_031-044-075,44
guitar_acoustic_034-071-025,71
guitar_synthetic_011-054-025,54
guitar_electronic_045-053-025,53
guitar_electronic_013-040-127,40
guitar_electronic_008-053-127,53
guitar_synthetic_011-056-075,56
guitar_acoustic_032-055-050,55
guitar_synthetic_010-055-127,55
guitar_electronic_015-055-025,55
guitar_acoustic_025-051-127,51
guitar_electronic_029-058-050,58
guitar_synthetic_002-040-025,40
guitar_acoustic_004-066-050,66
guitar_electronic_041-069-075,69
guitar_acoustic_005-066-025,66
guitar_electronic_015-057-075,57
guitar_electronic_021-080-075,80
guitar_electronic_030-076-127,76
guitar_electronic_032-069-050,69
guitar_acoustic_003-066-025,66
guitar_electronic_024-040-100,40
guitar_acoustic_020-077-050,77
guitar_synthetic_000-088-127,88
guitar_electronic_009-059-127,59
guitar_electronic_025-075-050,75
guitar_acoustic_005-059-025,59
guitar_electronic_044-074-127,74
guitar_acoustic_011-056-025,56
guitar_electronic_024-061-050,61
guitar_synthetic_006-056-100,56
guitar_acoustic_033-067-100,67
guitar_electronic_034-057-025,57
guitar_electronic_020-064-075,64
guitar_electronic_038-088-025,88
guitar_acoustic_009-059-127,59
guitar_synthetic_004-074-025,74
guitar_acoustic_005-074-050,74
guitar_electronic_024-047-100,47
guitar_electronic_036-077-025,77
guitar_acoustic_024-080-127,80
guitar_acoustic_020-063-100,63
guitar_synthetic_003-075-075,75
guitar_acoustic_017-064-075,64
guitar_acoustic_024-058-050,58
guitar_acoustic_024-053-127,53
guitar_acoustic_005-042-075,42
guitar_acoustic_004-081-127,81
guitar_electronic_036-076-100,76
guitar_electronic_019-068-050,68
guitar_electronic_019-043-127,43
guitar_acoustic_028-064-025,64
guitar_electronic_001-049-100,49
guitar_synthetic_000-056-127,56
guitar_electronic_000-063-050,63
guitar_acoustic_028-062-127,62
guitar_synthetic_009-048-127,48
guitar_acoustic_020-061-127,61
guitar_electronic_043-053-127,53
guitar_electronic_040-049-050,49
guitar_acoustic_013-077-127,77
guitar_electronic_035-065-050,65
guitar_acoustic_034-061-100,61
guitar_electronic_013-054-025,54
guitar_synthetic_003-050-025,50
guitar_acoustic_002-041-127,41
guitar_synthetic_007-060-100,60
guitar_acoustic_029-050-127,50
guitar_acoustic_013-072-025,72
guitar_electronic_036-083-100,83
guitar_electronic_010-088-100,88
guitar_electronic_003-061-127,61
guitar_acoustic_004-071-127,71
guitar_acoustic_002-081-127,81
guitar_acoustic_018-079-025,79
guitar_electronic_040-045-100,45
guitar_acoustic_027-049-100,49
guitar_electronic_039-078-075,78
guitar_acoustic_002-087-127,87
guitar_electronic_033-079-127,79
guitar_acoustic_022-064-100,64
guitar_synthetic_007-051-100,51
guitar_acoustic_016-077-100,77
guitar_acoustic_007-048-075,48
guitar_electronic_040-074-100,74
guitar_acoustic_035-049-100,49
guitar_acoustic_003-049-050,49
guitar_acoustic_034-049-050,49
guitar_electronic_038-074-100,74
guitar_electronic_042-057-100,57
guitar_electronic_016-075-127,75
guitar_acoustic_022-051-100,51
guitar_electronic_017-080-075,80
guitar_electronic_004-077-025,77
guitar_electronic_009-081-050,81
guitar_electronic_029-078-100,78
guitar_synthetic_004-072-100,72
guitar_electronic_003-065-050,65
guitar_acoustic_027-062-075,62
guitar_acoustic_004-043-075,43
guitar_synthetic_011-073-025,73
guitar_synthetic_010-052-050,52
guitar_acoustic_029-074-025,74
guitar_electronic_029-045-025,45
guitar_synthetic_007-071-127,71
guitar_electronic_025-073-050,73
guitar_electronic_005-044-075,44
guitar_acoustic_006-048-025,48
guitar_electronic_026-083-025,83
guitar_acoustic_011-061-127,61
guitar_electronic_000-070-127,70
guitar_electronic_031-067-050,67
guitar_electronic_008-050-127,50
guitar_electronic_016-057-127,57
guitar_electronic_023-042-127,42
guitar_acoustic_026-055-025,55
guitar_electronic_045-077-100,77
guitar_acoustic_018-078-127,78
guitar_electronic_038-062-100,62
guitar_synthetic_011-048-050,48
guitar_electronic_030-047-100,47
guitar_electronic_007-082-025,82
guitar_acoustic_032-069-025,69
guitar_electronic_020-067-075,67
guitar_synthetic_006-058-075,58
guitar_acoustic_029-077-127,77
guitar_acoustic_008-078-025,78
guitar_synthetic_011-077-127,77
guitar_electronic_044-080-025,80
guitar_electronic_016-040-127,40
guitar_synthetic_005-045-127,45
guitar_synthetic_009-080-127,80
guitar_electronic_035-050-075,50
guitar_electronic_036-042-100,42
guitar_electronic_029-070-075,70
guitar_electronic_031-064-075,64
guitar_electronic_012-077-075,77
guitar_electronic_041-082-025,82
guitar_acoustic_005-078-025,78
guitar_synthetic_003-074-025,74
guitar_acoustic_029-041-075,41
guitar_electronic_002-043-127,43
guitar_electronic_034-074-075,74
guitar_synthetic_005-074-127,74
guitar_synthetic_002-043-075,43
guitar_acoustic_028-052-025,52
guitar_electronic_025-069-025,69
guitar_synthetic_001-061-100,61
guitar_electronic_035-049-100,49
guitar_acoustic_000-047-075,47
guitar_electronic_008-074-100,74
guitar_acoustic_033-044-025,44
guitar_electronic_043-069-127,69
guitar_electronic_030-069-075,69
guitar_acoustic_032-056-050,56
guitar_electronic_018-045-075,45
guitar_acoustic_028-045-025,45
guitar_acoustic_002-059-050,59
guitar_acoustic_005-083-127,83
guitar_electronic_000-067-075,67
guitar_acoustic_026-064-100,64
guitar_acoustic_025-073-050,73
guitar_acoustic_001-069-100,69
guitar_electronic_040-057-075,57
guitar_electronic_019-075-100,75
guitar_acoustic_003-070-100,70
guitar_electronic_042-063-050,63
guitar_electronic_017-066-050,66
guitar_electronic_018-042-050,42
guitar_electronic_011-072-075,72
guitar_electronic_032-063-050,63
guitar_electronic_012-041-050,41
guitar_electronic_018-045-025,45
guitar_electronic_004-065-075,65
guitar_electronic_024-076-075,76
guitar_electronic_037-065-127,65
guitar_synthetic_002-040-075,40
guitar_acoustic_024-041-050,41
guitar_electronic_036-061-075,61
guitar_electronic_037-088-050,88
guitar_electronic_035-040-127,40
guitar_electronic_026-078-100,78
guitar_electronic_032-071-050,71
guitar_electronic_040-052-050,52
guitar_electronic_007-049-100,49
guitar_electronic_029-040-127,40
guitar_acoustic_012-055-025,55
guitar_electronic_020-083-075,83
guitar_synthetic_012-052-075,52
guitar_electronic_041-059-075,59
guitar_electronic_000-049-127,49
guitar_electronic_009-060-050,60
guitar_electronic_012-049-075,49
guitar_electronic_009-063-050,63
guitar_electronic_023-080-050,80
guitar_acoustic_034-045-025,45
guitar_electronic_009-047-127,47
guitar_acoustic_032-065-100,65
guitar_electronic_004-042-025,42
guitar_acoustic_034-060-025,60
guitar_electronic_025-087-025,87
guitar_acoustic_029-060-100,60
guitar_acoustic_011-068-127,68
guitar_electronic_018-054-050,54
guitar_acoustic_031-066-050,66
guitar_electronic_013-076-050,76
guitar_electronic_009-050-127,50
guitar_electronic_023-066-100,66
guitar_acoustic_009-042-050,42
guitar_synthetic_001-054-025,54
guitar_electronic_021-087-050,87
guitar_synthetic_007-042-025,42
guitar_synthetic_009-049-050,49
guitar_electronic_037-049-127,49
guitar_acoustic_001-074-050,74
guitar_electronic_002-049-050,49
guitar_electronic_000-053-100,53
guitar_acoustic_027-069-100,69
guitar_acoustic_026-088-075,88
guitar_synthetic_005-068-025,68
guitar_acoustic_007-078-025,78
guitar_acoustic_026-055-100,55
guitar_acoustic_034-061-025,61
guitar_electronic_035-055-100,55
guitar_acoustic_001-077-050,77
guitar_electronic_012-072-100,72
guitar_electronic_015-043-050,43
guitar_electronic_004-081-100,81
guitar_electronic_002-041-075,41
guitar_electronic_032-040-050,40
guitar_acoustic_008-066-050,66
guitar_synthetic_001-075-100,75
guitar_acoustic_009-055-127,55
guitar_synthetic_000-057-075,57
guitar_electronic_035-048-025,48
guitar_acoustic_011-087-050,87
guitar_acoustic_003-060-127,60
guitar_electronic_006-060-050,60
guitar_synthetic_001-079-025,79
guitar_electronic_045-066-100,66
guitar_electronic_026-057-050,57
guitar_electronic_005-070-050,70
guitar_acoustic_026-059-050,59
guitar_synthetic_001-083-100,83
guitar_electronic_007-053-025,53
guitar_electronic_043-067-025,67
guitar_synthetic_007-059-050,59
guitar_electronic_023-083-050,83
guitar_synthetic_005-084-025,84
guitar_synthetic_007-057-100,57
guitar_synthetic_003-065-025,65
guitar_electronic_007-056-025,56
guitar_acoustic_034-060-100,60
guitar_electronic_010-059-075,59
guitar_electronic_031-056-050,56
guitar_acoustic_004-076-050,76
guitar_acoustic_035-047-127,47
guitar_acoustic_031-055-100,55
guitar_electronic_001-071-050,71
guitar_electronic_034-074-050,74
guitar_synthetic_002-069-050,69
guitar_acoustic_016-088-025,88
guitar_synthetic_012-051-100,51
guitar_synthetic_002-045-075,45
guitar_electronic_020-056-075,56
guitar_acoustic_007-079-100,79
guitar_synthetic_012-048-100,48
guitar_electronic_044-077-050,77
guitar_electronic_033-047-127,47
guitar_acoustic_001-084-127,84
guitar_electronic_011-048-100,48
guitar_electronic_045-042-100,42
guitar_acoustic_019-076-127,76
guitar_acoustic_011-050-025,50
guitar_electronic_008-047-075,47
guitar_electronic_033-054-100,54
guitar_electronic_015-049-025,49
guitar_electronic_000-043-127,43
guitar_synthetic_010-057-025,57
guitar_acoustic_002-073-025,73
guitar_electronic_000-062-127,62
guitar_synthetic_011-087-127,87
guitar_synthetic_007-055-025,55
guitar_electronic_011-077-127,77
guitar_electronic_036-043-025,43
guitar_electronic_015-083-025,83
guitar_acoustic_018-061-025,61
guitar_electronic_013-070-025,70
guitar_acoustic_012-071-100,71
guitar_synthetic_009-055-050,55
guitar_electronic_044-043-100,43
guitar_electronic_004-080-025,80
guitar_electronic_016-062-075,62
guitar_electronic_015-075-050,75
guitar_synthetic_001-053-075,53
guitar_electronic_007-076-050,76
guitar_acoustic_020-048-025,48
guitar_electronic_039-047-075,47
guitar_acoustic_000-050-127,50
guitar_synthetic_009-063-127,63
guitar_acoustic_012-083-100,83
guitar_electronic_006-054-050,54
guitar_electronic_006-074-075,74
guitar_synthetic_010-076-025,76
guitar_electronic_021-063-075,63
guitar_electronic_027-074-050,74
guitar_acoustic_009-062-050,62
guitar_synthetic_011-043-050,43
guitar_synthetic_011-040-050,40
guitar_acoustic_034-042-075,42
guitar_acoustic_032-060-100,60
guitar_electronic_044-047-050,47
guitar_electronic_009-067-025,67
guitar_electronic_035-078-050,78
guitar_acoustic_032-080-127,80
guitar_electronic_015-059-075,59
guitar_acoustic_001-070-050,70
guitar_electronic_005-074-025,74
guitar_acoustic_011-079-127,79
guitar_electronic_003-063-025,63
guitar_synthetic_002-051-075,51
guitar_electronic_035-074-050,74
guitar_synthetic_006-071-100,71
guitar_synthetic_007-084-100,84
guitar_electronic_026-053-025,53
guitar_electronic_006-049-050,49
guitar_electronic_003-080-025,80
guitar_electronic_013-072-127,72
guitar_electronic_012-064-075,64
guitar_electronic_001-067-075,67
guitar_acoustic_025-070-050,70
guitar_acoustic_029-076-025,76
guitar_electronic_043-080-075,80
guitar_acoustic_008-081-100,81
guitar_synthetic_009-081-127,81
guitar_electronic_001-043-075,43
guitar_synthetic_006-052-100,52
guitar_acoustic_004-051-025,51
guitar_electronic_001-046-050,46
guitar_electronic_016-053-075,53
guitar_acoustic_000-083-127,83
guitar_synthetic_006-055-075,55
guitar_electronic_006-043-050,43
guitar_electronic_002-045-025,45
guitar_electronic_000-073-100,73
guitar_electronic_038-080-050,80
guitar_electronic_034-042-075,42
guitar_acoustic_017-047-050,47
guitar_electronic_014-071-127,71
guitar_acoustic_008-064-075,64
guitar_electronic_015-082-100,82
guitar_electronic_020-066-100,66
guitar_electronic_001-050-050,50
guitar_electronic_029-079-075,79
guitar_synthetic_001-051-050,51
guitar_acoustic_005-045-127,45
guitar_synthetic_002-041-100,41
guitar_electronic_002-045-100,45
guitar_acoustic_020-057-100,57
guitar_electronic_042-086-127,86
guitar_acoustic_017-076-025,76
guitar_electronic_045-066-025,66
guitar_electronic_040-050-075,50
guitar_electronic_009-053-025,53
guitar_electronic_020-074-025,74
guitar_acoustic_035-044-100,44
guitar_electronic_045-072-100,72
guitar_acoustic_022-071-025,71
guitar_electronic_013-043-050,43
guitar_acoustic_035-059-075,59
guitar_acoustic_035-066-025,66
guitar_electronic_000-064-127,64
guitar_electronic_035-064-025,64
guitar_acoustic_032-053-127,53
guitar_acoustic_033-071-127,71
guitar_acoustic_033-055-075,55
guitar_electronic_036-066-050,66
guitar_electronic_012-077-100,77
guitar_synthetic_010-077-100,77
guitar_synthetic_005-058-075,58
guitar_electronic_045-052-127,52
guitar_electronic_035-067-025,67
guitar_electronic_033-056-100,56
guitar_electronic_033-073-075,73
guitar_electronic_000-083-025,83
guitar_electronic_020-045-075,45
guitar_synthetic_001-067-050,67
guitar_electronic_035-050-100,50
guitar_electronic_040-079-127,79
guitar_electronic_037-054-100,54
guitar_electronic_031-040-050,40
guitar_synthetic_009-067-050,67
guitar_electronic_005-081-075,81
guitar_synthetic_004-044-075,44
guitar_electronic_001-040-100,40
guitar_acoustic_019-066-075,66
guitar_electronic_034-046-127,46
guitar_acoustic_033-088-050,88
guitar_acoustic_034-047-050,47
guitar_electronic_004-071-025,71
guitar_electronic_010-046-025,46
guitar_electronic_026-050-050,50
guitar_electronic_035-077-127,77
guitar_acoustic_016-048-127,48
guitar_electronic_040-043-075,43
guitar_acoustic_026-078-100,78
guitar_electronic_033-066-050,66
guitar_acoustic_012-049-050,49
guitar_electronic_017-082-100,82
guitar_synthetic_009-077-075,77
guitar_electronic_033-051-050,51
guitar_electronic_033-052-050,52
guitar_acoustic_004-050-100,50
guitar_electronic_036-052-100,52
guitar_acoustic_017-049-127,49
guitar_electronic_030-065-025,65
guitar_acoustic_034-059-100,59
guitar_synthetic_005-077-075,77
guitar_electronic_041-076-127,76
